City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
259,Taksimo,RU,2022-01-30 18:23:43,56.3444,114.8794,-18.04,93,50,1.97,scattered clouds
260,Saldanha,ZA,2022-01-30 18:23:44,-33.0117,17.9442,77.05,87,62,18.03,broken clouds
261,Meulaboh,ID,2022-01-30 18:23:44,4.1363,96.1285,78.15,81,84,3.29,broken clouds
262,Noumea,NC,2022-01-30 18:23:45,-22.2763,166.4572,81.0,99,100,9.73,overcast clouds
263,Pevek,RU,2022-01-30 18:21:15,69.7008,170.3133,-11.34,95,100,3.36,overcast clouds
264,Sorong,ID,2022-01-30 18:23:46,-0.8833,131.25,81.18,77,100,8.97,moderate rain
265,Nouadhibou,MR,2022-01-30 18:23:47,20.931,-17.0347,67.98,68,96,14.97,overcast clouds
266,Iqaluit,CA,2022-01-30 18:23:48,63.7506,-68.5145,-11.47,70,75,6.91,broken clouds
267,Ponta Do Sol,PT,2022-01-30 18:23:00,32.6667,-17.1,67.01,41,0,7.63,clear sky
268,Chumikan,RU,2022-01-30 18:23:49,54.7183,135.315,-0.17,82,100,17.0,overcast clouds
269,Naze,JP,2022-01-30 18:23:50,28.3667,129.4833,52.81,69,97,18.9,overcast clouds
270,Namibe,AO,2022-01-30 18:23:51,-15.1961,12.1522,73.35,73,98,8.14,overcast clouds
271,Altay,CN,2022-01-30 18:23:51,47.8667,88.1167,3.61,54,38,7.47,scattered clouds
272,Ostrovnoy,RU,2022-01-30 18:23:52,68.0531,39.5131,2.64,97,91,8.1,overcast clouds
273,Owatonna,US,2022-01-30 18:23:53,44.0839,-93.226,20.71,73,40,5.75,scattered clouds
274,Gat,IL,2022-01-30 18:19:00,31.61,34.7642,53.4,100,6,3.44,clear sky
275,Iglesias,IT,2022-01-30 18:23:54,39.3114,8.535,52.79,89,6,10.67,clear sky
276,Pudem,RU,2022-01-30 18:19:12,58.3044,52.1675,7.21,98,93,5.39,overcast clouds
277,Sovetsk,RU,2022-01-30 18:23:55,55.0839,21.8785,32.04,90,100,29.62,light snow
278,Mehran,IR,2022-01-30 18:23:56,33.1222,46.1646,45.88,48,0,8.48,clear sky
279,Kalga,RU,2022-01-30 18:23:56,50.9251,118.898,-13.02,92,5,4.92,clear sky
280,Mayahi,NE,2022-01-30 18:23:58,13.9553,7.6712,72.48,10,28,16.37,scattered clouds
281,Mocuba,MZ,2022-01-30 18:23:58,-16.8392,36.9856,72.39,97,16,3.96,few clouds
282,Morelia,MX,2022-01-30 18:23:59,19.7008,-101.1844,70.74,33,0,2.15,clear sky
283,College,US,2022-01-30 18:24:00,64.8569,-147.8028,-25.35,71,75,0.0,broken clouds
284,Koslan,RU,2022-01-30 18:24:00,63.4564,48.8989,2.86,99,95,3.67,overcast clouds
285,Severo-Kurilsk,RU,2022-01-30 18:23:45,50.6789,156.125,26.37,92,100,14.63,light snow
286,Kostomuksha,RU,2022-01-30 18:24:01,64.571,30.5767,13.39,96,100,8.01,overcast clouds
287,Nome,US,2022-01-30 18:23:33,64.5011,-165.4064,-7.89,70,0,0.0,clear sky
288,Gummidipundi,IN,2022-01-30 18:24:03,13.4,80.15,78.98,82,59,5.55,broken clouds
289,Wuzhou,CN,2022-01-30 18:24:03,23.4833,111.3167,50.4,72,97,2.82,overcast clouds
290,Abalak,RU,2022-01-30 18:24:04,58.1286,68.5944,-1.97,100,100,4.05,overcast clouds
291,Bulolo,PG,2022-01-30 18:24:05,-7.2,146.65,70.02,92,100,3.09,overcast clouds
292,Palpa,PE,2022-01-30 18:24:06,-14.5336,-75.1856,86.4,41,93,9.35,overcast clouds
293,Qasigiannguit,GL,2022-01-30 18:24:07,68.8193,-51.1922,8.85,69,100,11.34,overcast clouds
294,Basco,PH,2022-01-30 18:24:07,20.4487,121.9702,70.84,77,83,34.16,broken clouds
295,Los Llanos De Aridane,ES,2022-01-30 18:24:08,28.6585,-17.9182,64.15,82,20,1.99,few clouds
296,Jocoro,SV,2022-01-30 18:24:09,13.6167,-88.0167,91.49,33,0,10.8,clear sky
297,Muisne,EC,2022-01-30 18:24:09,0.6,-80.0333,82.51,72,100,6.64,overcast clouds
298,Lasa,IT,2022-01-30 18:24:10,46.6166,10.7002,48.11,77,6,8.43,clear sky
299,Kudahuvadhoo,MV,2022-01-30 18:24:11,2.6708,72.8944,82.11,73,79,12.35,broken clouds
300,Susehri,TR,2022-01-30 18:24:12,40.1644,38.0867,25.47,96,100,3.51,light snow
301,Bredasdorp,ZA,2022-01-30 18:24:12,-34.5322,20.0403,72.28,83,20,12.66,few clouds
302,Acoyapa,NI,2022-01-30 18:24:13,11.9703,-85.1711,80.69,48,15,20.54,few clouds
303,Gold Coast,AU,2022-01-30 18:23:08,-28.0,153.4333,73.99,93,97,5.75,overcast clouds
304,Aljezur,PT,2022-01-30 18:24:14,37.3191,-8.8033,55.06,60,1,2.86,clear sky
305,Kloulklubed,PW,2022-01-30 18:24:13,7.0419,134.2556,75.7,68,98,9.73,overcast clouds
306,Isangel,VU,2022-01-30 18:24:16,-19.55,169.2667,77.41,94,100,9.8,overcast clouds
307,Boa Vista,BR,2022-01-30 18:21:24,2.8197,-60.6733,89.58,40,75,16.11,broken clouds
308,Vestmanna,FO,2022-01-30 18:24:17,62.1564,-7.1664,36.52,93,100,11.5,overcast clouds
309,Neumunster,DE,2022-01-30 18:24:18,54.0667,9.9833,42.28,67,17,7.0,few clouds
310,Corner Brook,CA,2022-01-30 18:24:18,48.9667,-57.9484,35.76,81,100,26.69,overcast clouds
311,Mecca,SA,2022-01-30 18:24:20,21.4267,39.8261,69.19,58,60,6.6,broken clouds
312,Lipany,SK,2022-01-30 18:24:20,49.1538,20.9638,39.42,80,92,19.6,light rain
313,Araouane,ML,2022-01-30 18:24:21,18.9048,-3.5265,80.83,12,17,10.63,few clouds
314,Cody,US,2022-01-30 18:19:27,44.5263,-109.0565,46.62,14,0,6.91,clear sky
315,Talnakh,RU,2022-01-30 18:24:13,69.4865,88.3972,-12.44,97,86,8.79,overcast clouds
316,Nanortalik,GL,2022-01-30 18:24:23,60.1432,-45.2371,18.1,67,100,10.74,light snow
317,Chapais,CA,2022-01-30 18:24:24,49.7834,-74.8492,1.18,82,99,9.6,overcast clouds
318,Dongsheng,CN,2022-01-30 18:24:25,39.8161,109.9776,9.37,45,4,18.86,clear sky
319,Sherlovaya Gora,RU,2022-01-30 18:24:25,50.5667,116.25,-22.34,100,59,4.0,broken clouds
320,Kabare,CD,2022-01-30 18:24:26,-2.4683,28.8242,63.03,91,97,2.21,overcast clouds
321,Coahuayana,MX,2022-01-30 18:24:27,18.7333,-103.6833,87.28,28,0,5.75,clear sky
322,Fria,GN,2022-01-30 18:24:27,10.4167,-13.5833,81.21,23,58,8.1,broken clouds
323,Basoko,CD,2022-01-30 18:24:28,1.2391,23.616,80.71,35,83,0.72,broken clouds
324,Saint Paul,US,2022-01-30 18:20:35,44.9444,-93.0933,21.43,69,40,3.44,scattered clouds
325,Kyrylivka,UA,2022-01-30 18:24:29,46.3759,35.3675,35.58,97,100,23.82,overcast clouds
326,Esperance,AU,2022-01-30 18:22:53,-33.8667,121.9,70.48,65,60,10.38,broken clouds
327,Puerto Escondido,MX,2022-01-30 18:24:30,15.85,-97.0667,83.23,74,0,9.22,clear sky
328,Paragominas,BR,2022-01-30 18:24:31,-2.9667,-47.4833,84.15,66,80,4.83,broken clouds
329,Bilma,NE,2022-01-30 18:24:32,18.6853,12.9164,64.58,15,1,13.65,clear sky
330,Shache,CN,2022-01-30 18:24:33,38.4167,77.2406,25.72,43,48,1.61,scattered clouds
331,Villa Carlos Paz,AR,2022-01-30 18:24:33,-31.4241,-64.4978,89.04,10,0,1.99,clear sky
332,Santa Rosa,PH,2022-01-30 18:24:34,14.3122,121.1114,79.09,83,11,10.47,few clouds
333,Hailar,CN,2022-01-30 18:24:35,49.2,119.7,-23.42,100,34,3.69,scattered clouds
334,Komsomolskiy,UZ,2022-01-30 18:24:35,40.4272,71.7189,33.22,86,100,6.91,mist
335,Horki,BY,2022-01-30 18:24:36,54.2861,30.9842,30.92,96,98,9.15,snow
336,Bagdarin,RU,2022-01-30 18:24:37,54.4333,113.6,-16.74,97,12,3.6,few clouds
337,Puerto Ayacucho,VE,2022-01-30 18:24:37,5.6639,-67.6236,91.18,22,95,9.66,overcast clouds
338,Barahona,DO,2022-01-30 18:24:38,18.2085,-71.1008,87.62,55,20,13.8,few clouds
339,Lebedinyy,RU,2022-01-30 18:24:39,58.5167,125.5167,-14.21,99,100,3.74,overcast clouds
340,Alta Floresta,BR,2022-01-30 18:24:40,-9.8756,-56.0861,84.02,70,40,6.91,scattered clouds
341,Mayakonda,IN,2022-01-30 18:24:40,14.2833,76.0833,73.85,46,16,4.81,few clouds
342,Gerash,IR,2022-01-30 18:24:41,27.6652,54.1371,53.74,47,0,5.91,clear sky
343,Serenje,ZM,2022-01-30 18:24:42,-13.2325,30.2352,60.6,99,99,3.36,overcast clouds
344,Port Hardy,CA,2022-01-30 18:24:42,50.6996,-127.4199,41.18,93,100,6.91,light rain
345,Yar-Sale,RU,2022-01-30 18:24:43,66.8333,70.8333,-1.68,96,100,7.92,overcast clouds
346,Yuanping,CN,2022-01-30 18:24:44,38.7153,112.7575,20.08,35,0,15.35,clear sky
347,Dzhebariki-Khaya,RU,2022-01-30 18:24:45,62.2167,135.8,-37.79,100,68,1.36,broken clouds
348,Ust-Kut,RU,2022-01-30 18:24:45,56.7938,105.7672,2.89,98,100,2.08,overcast clouds
349,Rairangpur,IN,2022-01-30 18:24:46,22.2676,86.1751,58.91,42,1,3.49,clear sky
350,Camana,PE,2022-01-30 18:24:47,-16.6228,-72.7111,74.1,64,50,9.24,scattered clouds
351,Leh,IN,2022-01-30 18:24:47,34.1667,77.5833,10.15,84,100,1.72,overcast clouds
352,Vanavara,RU,2022-01-30 18:24:48,60.34,102.2797,-16.55,100,99,1.66,overcast clouds
353,Savannah Bight,HN,2022-01-30 18:24:49,16.45,-85.85,75.99,65,100,18.19,overcast clouds
354,Cape Canaveral,US,2022-01-30 18:24:49,28.4058,-80.6048,57.09,49,0,12.66,clear sky
355,Olafsvik,IS,2022-01-30 18:24:50,64.8945,-23.7142,28.67,59,100,38.23,light snow
356,Harper,LR,2022-01-30 18:24:51,4.375,-7.7169,82.47,75,70,9.42,broken clouds
357,Searcy,US,2022-01-30 18:24:52,35.2506,-91.7363,60.8,25,0,10.36,clear sky
358,Pontes E Lacerda,BR,2022-01-30 18:24:52,-15.2261,-59.3353,77.86,91,96,6.17,light rain
359,Kavieng,PG,2022-01-30 18:24:53,-2.5744,150.7967,80.94,75,88,1.79,overcast clouds
360,Aban,RU,2022-01-30 18:24:30,56.67,96.06,-7.62,99,96,1.5,overcast clouds
361,Yulara,AU,2022-01-30 18:24:54,-25.2406,130.9889,73.24,100,100,13.8,moderate rain
362,Rabo De Peixe,PT,2022-01-30 18:24:55,37.8,-25.5833,59.27,92,40,13.8,scattered clouds
363,Hami,CN,2022-01-30 18:24:56,42.8,93.45,24.17,39,100,1.97,overcast clouds
364,Inskoy,RU,2022-01-30 18:24:56,54.4297,86.44,-5.08,95,46,3.71,scattered clouds
365,Mount Isa,AU,2022-01-30 18:24:57,-20.7333,139.5,74.97,100,75,9.22,broken clouds
366,Kohima,IN,2022-01-30 18:24:58,25.6667,94.1167,44.4,85,75,0.87,broken clouds
367,Teya,RU,2022-01-30 18:24:59,60.3778,92.6267,-6.27,100,97,3.09,overcast clouds
368,Mokhos,GR,2022-01-30 18:24:59,35.2634,25.4231,50.4,88,46,4.23,scattered clouds
369,Rosarito,MX,2022-01-30 18:20:55,32.3333,-117.0333,68.23,37,0,3.29,clear sky
370,Inzer,RU,2022-01-30 18:25:01,54.2167,57.5556,17.92,97,98,3.29,snow
371,Labe,GN,2022-01-30 18:25:01,11.3182,-12.2833,84.99,11,31,7.11,scattered clouds
372,Rocha,UY,2022-01-30 18:20:34,-34.4833,-54.3333,82.81,42,6,9.57,clear sky
373,Sechura,PE,2022-01-30 18:25:03,-5.5569,-80.8222,80.46,57,90,8.12,overcast clouds
374,Morondava,MG,2022-01-30 18:25:03,-20.2833,44.2833,83.39,73,7,16.51,clear sky
375,Mogocha,RU,2022-01-30 18:25:04,53.7333,119.7667,-8.48,93,89,3.96,overcast clouds
376,Fukue,JP,2022-01-30 18:25:05,32.6881,128.8419,44.87,56,9,20.8,clear sky
377,Kavaratti,IN,2022-01-30 18:25:06,10.5669,72.642,81.37,71,42,9.55,scattered clouds
378,Prestea,GH,2022-01-30 18:25:07,5.4327,-2.1428,85.53,49,62,8.81,broken clouds
379,Magadan,RU,2022-01-30 18:25:07,59.5667,150.8,7.83,79,100,10.85,overcast clouds
380,Zarubino,RU,2022-01-30 18:25:08,42.63,131.0922,16.38,67,3,10.94,clear sky
381,Walldurn,DE,2022-01-30 18:25:09,49.5833,9.3667,39.47,60,18,4.85,few clouds
382,Masuguru,TZ,2022-01-30 18:25:10,-11.3667,38.4167,73.85,94,76,3.31,broken clouds
383,Saint-Denis,FR,2022-01-30 18:25:10,48.9167,2.3333,47.14,73,100,1.99,overcast clouds
384,Vao,NC,2022-01-30 18:25:11,-22.6667,167.4833,79.18,87,99,10.36,overcast clouds
385,Buzdyak,RU,2022-01-30 18:25:13,54.5833,54.55,21.38,96,100,7.94,light snow
386,Beloha,MG,2022-01-30 18:25:13,-25.1667,45.05,74.57,68,88,15.77,overcast clouds
387,Marystown,CA,2022-01-30 18:23:03,47.1666,-55.1483,35.91,76,100,33.51,overcast clouds
388,Marzuq,YE,2022-01-30 18:25:14,14.4,46.4667,64.4,76,71,6.85,broken clouds
389,Napier,NZ,2022-01-30 18:25:15,-39.4833,176.9167,64.27,81,11,1.99,few clouds
390,Bubaque,GW,2022-01-30 18:25:16,11.2833,-15.8333,78.24,63,21,15.19,few clouds
391,Envira,BR,2022-01-30 18:25:17,-7.3,-70.2167,88.48,52,86,4.5,overcast clouds
392,Ambulu,ID,2022-01-30 18:25:17,-8.345,113.6058,76.82,90,100,2.59,overcast clouds
393,Muscat,OM,2022-01-30 18:25:18,23.6139,58.5922,71.62,64,1,5.55,clear sky
394,Xihe,CN,2022-01-30 18:25:19,31.6864,113.4659,38.39,76,100,2.1,moderate rain
395,Estevan,CA,2022-01-30 18:25:19,49.1334,-102.9842,28.74,93,0,5.46,clear sky
396,Egvekinot,RU,2022-01-30 18:25:20,66.3167,-179.1667,0.14,62,52,8.01,broken clouds
397,Longyearbyen,SJ,2022-01-30 18:25:21,78.2186,15.6401,8.44,66,0,24.16,clear sky
398,Guisa,CU,2022-01-30 18:25:22,20.255,-76.5386,64.71,74,100,5.46,overcast clouds
399,Balabac,PH,2022-01-30 18:25:22,7.9868,117.0645,79.45,79,9,3.31,clear sky
400,Atambua,ID,2022-01-30 18:25:23,-9.1061,124.8925,74.5,89,99,5.06,moderate rain
401,Goderich,CA,2022-01-30 18:25:24,43.7501,-81.7165,21.9,68,100,9.22,overcast clouds
402,Lavrentiya,RU,2022-01-30 18:25:24,65.5833,-171.0,-4.76,88,4,5.12,clear sky
403,Saint-Francois,FR,2022-01-30 18:25:25,46.4154,3.9054,42.67,86,100,2.3,overcast clouds
404,Mangrul Pir,IN,2022-01-30 18:25:26,20.3167,77.35,67.8,22,0,2.98,clear sky
405,Nanakuli,US,2022-01-30 18:25:26,21.3906,-158.1547,75.7,73,0,3.44,clear sky
406,Naryan-Mar,RU,2022-01-30 18:25:27,67.6713,53.087,12.31,92,100,13.56,overcast clouds
407,Dillon,US,2022-01-30 18:25:28,34.4166,-79.3712,50.25,27,6,14.14,clear sky
408,Bermejo,AR,2022-01-30 18:25:28,-32.8833,-68.8,89.51,40,20,8.05,few clouds
409,Choctaw,US,2022-01-30 18:25:29,35.4976,-97.2689,60.12,26,0,5.01,clear sky
410,Bac Lieu,VN,2022-01-30 18:25:30,9.285,105.7244,76.23,85,32,7.7,scattered clouds
411,Auki,SB,2022-01-30 18:25:31,-8.7676,160.7034,77.61,87,100,3.74,overcast clouds
412,Faya,SA,2022-01-30 18:25:31,18.3851,42.4509,55.51,80,10,5.5,clear sky
413,Qeshm,IR,2022-01-30 18:25:32,26.9581,56.2719,67.89,65,0,12.82,clear sky
414,Najran,SA,2022-01-30 18:25:33,17.4924,44.1277,65.05,25,9,3.91,clear sky
415,Kuching,MY,2022-01-30 18:24:21,1.55,110.3333,77.22,94,40,0.0,scattered clouds
416,Berlevag,NO,2022-01-30 18:25:34,70.8578,29.0864,30.2,78,97,21.39,light snow
417,Tiznit,MA,2022-01-30 18:21:22,29.5833,-9.5,66.52,20,82,19.82,broken clouds
418,North Myrtle Beach,US,2022-01-30 18:23:41,33.816,-78.68,49.03,42,0,12.66,clear sky
419,Kuytun,RU,2022-01-30 18:25:36,54.3419,101.5036,-6.2,98,100,3.02,overcast clouds
420,Udachnyy,RU,2022-01-30 18:25:37,66.4167,112.4,-29.24,100,36,2.66,scattered clouds
421,Ercis,TR,2022-01-30 18:25:38,39.0287,43.3586,26.2,92,99,4.05,overcast clouds
422,Pontianak,ID,2022-01-30 18:25:39,-0.0333,109.3333,75.18,100,100,1.14,mist
423,Tura,IN,2022-01-30 18:23:11,25.5198,90.2201,52.97,57,7,3.36,clear sky
424,Hay River,CA,2022-01-30 18:25:40,60.8156,-115.7999,-7.62,77,100,8.05,light snow
425,Pergamino,AR,2022-01-30 18:25:41,-33.89,-60.5736,94.24,19,0,8.03,clear sky
426,Sao Felix Do Xingu,BR,2022-01-30 18:25:42,-6.6447,-51.995,77.04,78,100,3.42,overcast clouds
427,Trincomalee,LK,2022-01-30 18:25:42,8.5711,81.2335,79.36,81,28,12.21,scattered clouds
428,Guaymas,MX,2022-01-30 18:25:43,27.9333,-110.9,70.97,25,40,0.0,scattered clouds
429,Chipinge,ZW,2022-01-30 18:25:44,-20.1883,32.6236,63.72,86,97,4.79,overcast clouds
430,Anito,PH,2022-01-30 18:25:45,12.4497,125.2886,76.39,91,34,2.55,scattered clouds
431,Richards Bay,ZA,2022-01-30 18:23:01,-28.783,32.0377,72.93,80,50,6.91,scattered clouds
432,Turukhansk,RU,2022-01-30 18:25:46,65.8167,87.9833,0.99,95,100,8.63,overcast clouds
433,Manggar,ID,2022-01-30 18:25:47,-2.8833,108.2667,78.66,80,98,6.11,overcast clouds
434,Kholtoson,RU,2022-01-30 18:25:47,50.2981,103.3097,-11.36,99,25,3.58,scattered clouds
435,Taoudenni,ML,2022-01-30 18:25:48,22.6783,-3.9836,79.9,13,91,14.36,overcast clouds
436,Honiara,SB,2022-01-30 18:25:49,-9.4333,159.95,77.68,86,100,1.23,moderate rain
437,Pangkalanbuun,ID,2022-01-30 18:25:49,-2.6833,111.6167,74.52,90,100,1.99,overcast clouds
438,Alim,PH,2022-01-30 18:25:50,9.5649,122.4876,78.15,79,77,2.77,broken clouds
439,Puerto Asis,CO,2022-01-30 18:25:51,0.5133,-76.5007,88.36,45,100,3.67,overcast clouds
440,Jatai,BR,2022-01-30 18:25:51,-17.8814,-51.7144,68.27,96,100,9.73,overcast clouds
441,Sinnamary,GF,2022-01-30 18:25:52,5.3833,-52.95,80.6,75,58,10.04,broken clouds
442,Luau,AO,2022-01-30 18:25:53,-10.7073,22.2247,66.04,94,97,3.36,light rain
443,Assiniboia,CA,2022-01-30 18:25:53,49.6334,-105.9845,37.31,69,52,16.11,broken clouds
444,Ust-Maya,RU,2022-01-30 18:25:54,60.4167,134.5333,-32.89,100,87,1.28,overcast clouds
445,Santa Maria,BR,2022-01-30 18:25:55,-29.6842,-53.8069,83.5,61,20,9.22,few clouds
446,Qandala,SO,2022-01-30 18:25:56,11.472,49.8728,75.33,75,76,7.9,broken clouds
447,Lima,PE,2022-01-30 18:25:57,-12.0432,-77.0282,73.9,76,40,1.99,scattered clouds
448,Maraa,BR,2022-01-30 18:25:58,-1.8333,-65.3667,85.71,64,100,4.21,overcast clouds
449,Koumac,NC,2022-01-30 18:25:58,-20.5667,164.2833,77.86,84,92,3.91,overcast clouds
450,San Rafael,AR,2022-01-30 18:25:59,-34.6177,-68.3301,85.57,27,0,10.85,clear sky
451,Vallenar,CL,2022-01-30 18:26:00,-28.5708,-70.7581,82.26,31,0,11.25,clear sky
452,Jalu,LY,2022-01-30 18:25:48,29.0331,21.5482,56.17,55,87,17.43,overcast clouds
453,Noshiro,JP,2022-01-30 18:26:01,40.2039,140.0242,26.64,71,100,20.58,light snow
454,Kulhudhuffushi,MV,2022-01-30 18:26:02,6.6221,73.07,80.91,77,32,10.47,scattered clouds
455,Verkhoyansk,RU,2022-01-30 18:26:03,67.5447,133.385,-33.34,100,93,1.25,overcast clouds
456,Bhatkal,IN,2022-01-30 18:26:04,13.9667,74.5667,76.84,66,6,6.08,clear sky
457,Zlobin,HR,2022-01-30 18:26:04,45.2924,14.6541,37.62,79,0,3.44,clear sky
458,Matara,LK,2022-01-30 18:26:05,5.9485,80.5353,76.95,91,34,7.27,scattered clouds
459,Vanimo,PG,2022-01-30 18:26:06,-2.6741,141.3028,77.09,87,99,9.84,overcast clouds
460,Luanda,AO,2022-01-30 18:22:25,-8.8368,13.2343,79.32,82,98,11.97,overcast clouds
461,Labuhan,ID,2022-01-30 18:25:24,-6.8844,112.2051,77.83,88,100,5.59,overcast clouds
462,Pangnirtung,CA,2022-01-30 18:26:07,66.1451,-65.7125,-16.6,63,75,4.61,broken clouds
463,Depok,ID,2022-01-30 18:26:08,-6.4,106.8186,79.02,81,100,2.66,overcast clouds
464,Vila Franca Do Campo,PT,2022-01-30 18:26:09,37.7167,-25.4333,59.2,79,80,14.54,broken clouds
465,Safford,US,2022-01-30 18:26:10,32.834,-109.7076,60.51,35,40,4.61,scattered clouds
466,Blackwater,AU,2022-01-30 18:25:02,-23.5833,148.8833,72.63,91,35,7.4,scattered clouds
467,Kinkala,CG,2022-01-30 18:26:11,-4.3614,14.7644,80.91,91,100,4.45,light rain
468,Odweyne,SO,2022-01-30 18:26:12,9.4092,45.064,62.42,60,63,8.7,broken clouds
469,Wanning,CN,2022-01-30 18:26:12,18.8003,110.3967,68.97,90,99,10.56,overcast clouds
470,Dhidhdhoo,MV,2022-01-30 18:26:13,6.8833,73.1,81.05,76,11,8.84,few clouds
471,Okhotsk,RU,2022-01-30 18:26:14,59.3833,143.3,15.28,74,100,19.46,overcast clouds
472,Caraquet,CA,2022-01-30 18:26:15,47.7941,-64.9386,14.58,86,87,21.7,overcast clouds
473,Chabua,IN,2022-01-30 18:26:15,27.4825,95.1736,54.84,64,9,2.68,clear sky
474,Havelock,US,2022-01-30 18:26:16,34.8791,-76.9013,43.03,34,4,7.0,clear sky
475,Port-Gentil,GA,2022-01-30 18:24:05,-0.7193,8.7815,82.36,83,40,8.05,scattered clouds
476,Matagami,CA,2022-01-30 18:26:18,49.7502,-77.6328,-2.09,71,100,11.5,haze
477,Praia,CV,2022-01-30 18:26:19,14.9215,-23.5087,70.34,68,100,31.07,overcast clouds
478,Kitui,KE,2022-01-30 18:26:20,-1.367,38.0106,68.74,62,84,5.06,broken clouds
479,Calbuco,CL,2022-01-30 18:26:21,-41.768,-73.1273,56.97,55,52,7.72,broken clouds
480,Jennings,US,2022-01-30 18:26:21,38.7192,-90.2604,39.15,58,20,3.0,heavy snow
481,Kanashevo,RU,2022-01-30 18:26:22,55.2169,62.0634,0.16,97,100,4.74,overcast clouds
482,Dehui,CN,2022-01-30 18:26:23,44.5333,125.7,-3.69,97,5,0.98,clear sky
483,Fortuna,US,2022-01-30 18:26:23,40.5982,-124.1573,51.66,95,100,9.22,overcast clouds
484,Qaqortoq,GL,2022-01-30 18:24:06,60.7167,-46.0333,12.7,65,100,8.68,light snow
485,Pringsewu,ID,2022-01-30 18:26:25,-5.3582,104.9744,74.88,96,100,2.26,overcast clouds
486,Agapovka,RU,2022-01-30 18:26:25,53.2973,59.1348,16.81,96,80,5.28,broken clouds
487,Aripuana,BR,2022-01-30 18:23:57,-9.1667,-60.6333,75.43,97,100,3.89,light rain
488,Riachao Do Jacuipe,BR,2022-01-30 18:26:26,-11.8069,-39.3856,91.29,38,57,5.5,broken clouds
489,Pacific Grove,US,2022-01-30 18:24:06,36.6177,-121.9166,62.8,61,0,1.01,clear sky
490,Mastic Beach,US,2022-01-30 18:26:28,40.7668,-72.8521,26.51,51,0,3.0,clear sky
491,Borisoglebskiy,RU,2022-01-30 18:26:28,57.2586,39.1508,24.44,94,100,11.41,overcast clouds
492,Mporokoso,ZM,2022-01-30 18:26:29,-9.3727,30.125,61.12,98,100,0.76,overcast clouds
493,Nuristan,AF,2022-01-30 18:26:30,35.3,70.8333,6.8,73,70,9.6,broken clouds
494,Turayf,SA,2022-01-30 18:26:31,31.6725,38.6637,46.65,49,0,16.11,clear sky
495,Girona,ES,2022-01-30 18:22:15,41.9831,2.8249,59.11,52,0,1.01,clear sky
496,Nkayi,CG,2022-01-30 18:26:32,-4.1841,13.2884,74.55,92,100,3.85,moderate rain
497,Kuloy,RU,2022-01-30 18:26:32,61.0305,42.4925,8.11,96,90,6.31,overcast clouds
498,Hovd,MN,2022-01-30 18:26:33,48.0056,91.6419,-12.84,81,19,2.17,few clouds
499,Bathsheba,BB,2022-01-30 18:23:00,13.2167,-59.5167,84.81,65,40,18.41,scattered clouds
500,Karaman,TR,2022-01-30 18:26:34,37.0833,33.25,30.96,94,80,13.96,broken clouds
501,Peniche,PT,2022-01-30 18:26:35,39.3558,-9.3811,60.1,53,72,7.11,broken clouds
502,Kamaishi,JP,2022-01-30 18:22:52,39.2667,141.8833,24.89,61,44,10.22,scattered clouds
503,Sanchor,IN,2022-01-30 18:26:36,24.7553,71.7722,63.91,61,0,7.87,clear sky
504,La Libertad,EC,2022-01-30 18:26:37,-2.2333,-80.9,83.86,61,0,8.05,light rain
505,Bayir,TR,2022-01-30 18:26:38,37.2687,28.2167,45.12,87,87,1.07,overcast clouds
506,Nador,MA,2022-01-30 18:26:38,35.174,-2.9287,57.45,72,0,2.3,clear sky
507,Port Augusta,AU,2022-01-30 18:26:39,-32.5,137.7667,78.71,57,74,7.56,broken clouds
508,Semey,KZ,2022-01-30 18:26:40,50.4111,80.2275,15.58,89,100,12.08,overcast clouds
509,Cidreira,BR,2022-01-30 18:26:36,-30.1811,-50.2056,76.84,57,7,16.49,clear sky
510,Paranga,RU,2022-01-30 18:26:41,56.7039,49.4047,5.81,100,90,3.67,overcast clouds
511,Xique-Xique,BR,2022-01-30 18:26:42,-10.8218,-42.7263,84.92,53,40,6.96,scattered clouds
512,Manjacaze,MZ,2022-01-30 18:26:43,-24.7117,33.8828,73.96,79,71,7.81,broken clouds
513,Tursunzoda,TJ,2022-01-30 18:25:14,38.5144,68.2333,43.68,66,87,2.48,overcast clouds
514,Mayskiy,RU,2022-01-30 18:26:44,47.6931,40.1025,33.21,93,99,13.47,overcast clouds
515,Fort Dodge,US,2022-01-30 18:21:53,42.4975,-94.168,20.44,73,100,6.91,overcast clouds
516,Hamilton,US,2022-01-30 18:23:26,39.1834,-84.5333,39.07,56,0,1.99,clear sky
517,Gizo,SB,2022-01-30 18:26:46,-8.103,156.8419,81.41,79,98,8.72,moderate rain
518,Am Timan,TD,2022-01-30 18:26:47,11.0297,20.2827,80.33,15,8,3.51,clear sky
519,North Bend,US,2022-01-30 18:26:47,43.4065,-124.2243,49.06,100,100,9.22,overcast clouds
520,Kutum,SD,2022-01-30 18:26:48,14.2,24.6667,61.97,14,1,10.8,clear sky
521,Mackay,AU,2022-01-30 18:26:49,-21.15,149.2,78.78,89,100,11.5,shower rain
522,Moron,AR,2022-01-30 18:26:49,-34.6534,-58.6198,89.02,50,0,11.99,clear sky
523,Chicama,PE,2022-01-30 18:26:50,-7.8447,-79.1469,68.54,58,99,11.1,overcast clouds
